country,source,title,date_iso,summary,url,category,status
Ghana,Ghana Business News,Ghana’s free tertiary education for persons with disabilities: targeting the tip of the pyramid ,2025-10-28,The launching of a policy by President John Dramani Mahama  which ensures that all fees for persons with disabilities at accredited public tertiary institutions are fully covered by the state  has been met with excitement and fun-fair within the disability community in Ghana. This policy was part...,https://www.ghanabusinessnews.com/2025/10/28/ghanas-free-tertiary-education-for-persons-with-disabilities-targeting-the-tip-of-the-pyramid/,infrastructure,
Ghana,Ghana Business News,Trader appears in court for alleged attempted human trafficking ,2025-10-29,The Dansoman Circuit Court has remanded a trader into police custody for allegedly attempting to engage in human trafficking. Victoria Ogbonna  a 33-year-old Nigerian national residing in Bogoso  pleaded not guilty to the charge of “attempt to commit crime to wit human trafficking.” She is expect...,https://www.ghanabusinessnews.com/2025/10/29/trader-appears-in-court-for-alleged-attempted-human-trafficking/,infrastructure,
Ghana,Ghana Business News,Innovation is key to Ghana’s security robustness – Deputy Minister  ,2025-10-27,Mr Ebenezer Okletey Terlabi  the Deputy Minister of the Interior  has called for renewed commitment to innovation and collaboration to strengthen Ghana’s security and safety systems. Ghana must adapt to the changing security environment by embracing research  digital innovation  and cross-sector ...,https://www.ghanabusinessnews.com/2025/10/27/innovation-is-key-to-ghanas-security-robustness-deputy-minister/,infrastructure,
Ghana,Ghana Business News,Vice-President calls for value addition to sustain cedi stability,2025-10-30,The Vice-President  Professor Naana Jane Opoku-Agyemang says Ghana’s economy is being reset to ensure stability and long-term growth built on discipline  hard work and trust from people and institutions. She said through prudent expenditure cuts  strengthened employment controls and sound financi...,https://www.ghanabusinessnews.com/2025/10/30/vice-president-calls-for-value-addition-to-sustain-cedi-stability/,infrastructure,
Ghana,Ghana Business News,President announces increase in DACF allocation for Persons with Disabilities   ,2025-10-28,The government will increase the District Assemblies’ Common Fund (DACF) allocation for Persons with Disabilities from three per cent to five per cent starting next year  President John Dramani Mahama has announced. The President announced this when he formally launched the Free Tertiary Educatio...,https://www.ghanabusinessnews.com/2025/10/28/president-announces-increase-in-dacf-allocation-for-persons-with-disabilities/,infrastructure,completed
Ghana,Ghana Business News,ECG officials to face prosecution over GH¢180m unapproved expenditure,2025-10-29,The Public Accounts Committee (PAC) of Parliament has directed the Electricity Company of Ghana (ECG) to submit its officials for prosecution over unapproved expenditure amounting to over GH¢180 million in 2023. According to the Auditor General’s report  ECG exceeded its budget in 13 expenditure ...,https://www.ghanabusinessnews.com/2025/10/29/ecg-officials-to-face-prosecution-over-gh%c2%a2180m-unapproved-expenditure/,port,
Ghana,Ghana Business News,Ghana finalises 15-year radioactive waste  spent fuel management policy,2025-10-30,Ghana is in the final stages of adopting a national policy on radioactive waste and spent fuel management after 15 years of its development  as the country positions itself to incorporate nuclear energy into the energy mix by 2030. The policy  to be finalised next week  will be forwarded to the A...,https://www.ghanabusinessnews.com/2025/10/30/ghana-finalises-15-year-radioactive-waste-spent-fuel-management-policy/,energy,planned
Ghana,Ghana Business News,Mawuli School at 75: colour  culture  and commitment inspire grand celebration  ,2025-10-27,Mawuli School in Ho has held its 75th Anniversary  a spectacle of colour  symbolism  and pride  with students  alumni  and dignitaries gathering under the theme  “Empowering the Head  Heart  and Hand into the Future.” The celebration beautifully fused art  heritage  and purpose  reflecting the sc...,https://www.ghanabusinessnews.com/2025/10/27/mawuli-school-at-75-colour-culture-and-commitment-inspire-grand-celebration/,infrastructure,
Ghana,Ghana Business News,NHIS challenges are from software providers  not funding – Ayariga,2025-10-26,Mahama Ayariga Majority Leader Mahama Ayariga has said the persistent challenges facing Ghana’s National Health Insurance Scheme (NHIS) are not due to a lack of funding. Rather  he said they are from issues with software providers managing the Scheme’s digital infrastructure. The clarification ca...,https://www.ghanabusinessnews.com/2025/10/26/nhis-challenges-are-from-software-providers-not-funding-ayariga/,infrastructure,
Ghana,Ghana Business News,Police Inspector given life imprisonment for murder,2025-10-25,‎ A high court in Kumasi has sentenced Inspector Ahmed Twumasi alias “Tycoon ” a police officer  to life imprisonment for the gruesome murder of his 26-year-old girlfriend  Victoria Dapaah  also known as Maa Adwoa  at Adum. ‎The court found Inspector Twumasi guilty by a 5-2 jury verdict on Friday...,https://www.ghanabusinessnews.com/2025/10/25/police-inspector-given-life-imprisonment-for-murder/,infrastructure,
Ghana,Ghana Business News,Passport application fees to be reduced – Minister,2025-10-24,Minister of Foreign Affairs Samuel Okudzeto Ablakwa has announced a significant reduction in passport application fees. He also outlined a series of major reforms aimed at making passport acquisition more efficient  secure  and accessible to all Ghanaians. He disclosed that the ordinary passport ...,https://www.ghanabusinessnews.com/2025/10/24/passport-application-fees-to-be-reduced-minister/,port,planned
Ghana,Ghana Business News,Police seek warrant for third suspect in immigration officer’s murder ,2025-10-24,The police have requested an arrest warrant for a third suspect allegedly linked to the murder of Immigration Officer Stephen King Amoah. At the Adabraka District Court  Chief Inspector Apeweh Achana  who led the prosecution  informed the court that the warrant was necessary to facilitate the sus...,https://www.ghanabusinessnews.com/2025/10/24/police-seek-warrant-for-third-suspect-in-immigration-officers-murder/,infrastructure,
Ghana,Ghana Business News,Ghana’s pension funds hold prospects to unlock over $1b for private capital – Report,2025-10-23,A new report by the African Private Capital Association (AVCA) says Ghana’s pension funds hold the prospect to unlock over $1 billion for private capital investment. The report  titled “Pension Funds and Private Capital in Ghana ” and supported by The Chamber of Corporate Trustees of Ghana and Br...,https://www.ghanabusinessnews.com/2025/10/23/ghanas-pension-funds-hold-prospects-to-unlock-over-1b-for-private-capital-report/,port,
Ghana,Ghana Business News,STMA gets GH¢13m DACF for projects  ,2025-10-25,The government through the District Assemblies Common Fund  (DACF) has released some 13  167  736 million cedis for development projects within the three constituencies of the Sekondi-Takoradi Metropolitan Assembly (STMA) The Assembly  has therefore decided to invest in some 21 capital projects i...,https://www.ghanabusinessnews.com/2025/10/25/stma-gets-gh%c2%a213m-dacf-for-projects/,rail,
Ghana,Ghana Business News,Ghana joins regional efforts to attract renewable energy investments  ,2025-10-23,Ghana on Wednesday joined other nations at the second Accelerated Partnership for Renewables in Africa (APRA) Investment Forum  launched in Freetown  Sierra Leone  to scale up investments in renewable energy and accelerate the continent’s green industrialisation. The two-day forum  jointly organi...,https://www.ghanabusinessnews.com/2025/10/23/ghana-joins-regional-efforts-to-attract-renewable-energy-investments/,energy,completed
Ghana,Ghana Business News,Mahama launches Ghana Infrastructure Plan,2025-10-23,President John Dramani Mahama has launched the Ghana Infrastructure Plan (GIP)  which encapsulates Ghana’s long-term vision and strategic direction for infrastructure development and provides the physical manifestation of social and economic ideals. The development of a well-planned and adequatel...,https://www.ghanabusinessnews.com/2025/10/23/mahama-launches-ghana-infrastructure-plan/,infrastructure,completed
